"",Unnamed: 0,id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text,hashtags,hashtag_count,uppercase_count,uppercase_pct,exclamation_mark_count,question_mark_count,url_count,mention_count,emojie_count,followers_count,engagement_score,sentiment_score,sentiment_category,avg_replies_sentiment,avg_quotes_sentiment,avg_conversation_sentiment,var_replies_sentiment,var_quotes_sentiment,var_conversation_sentiment,pct_similar_sentiment_replies,pct_similar_sentiment_quotes,clean_text,var_replies_semantic,var_quotes_semantic,var_conversation_semantic,GS_controversiality_score,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,Culture,politic,health,illness,wellness,mental,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
10,10.0,1.55377e+18,7.13523e+17,1.55377e+18,2022-07-31T15:51:26.000Z,en,0,0,0,0,everyone,Op-Ed: Climate Change Cultists And CEOs of Financial Institutions Intersect At The Great Reset Corner https://t.co/iYHlz8k5DU,[],0,0,19,0,0,1,0,0,434.0,0.0,0.6249,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oped climate change cultists and ceos financial institutions intersect at the great reset corner,0.0,0.0,0.0,0.0,,1,20,97.77,69.2,7.03,20.23,20,30,50,35,20,0,0,0,0,0,0,0,0,5,5,5,10,0,0,5,0,0,10,0,5,0,0,5,10,5,5,5,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,20
11,11.0,1.5538e+18,1.45288e+18,1.5538e+18,2022-07-31T17:43:11.000Z,en,1,0,3,0,everyone,"My Mbale people pole sana, climate change is divastating",[],0,0,4,0,0,0,0,0,106.0,0.037383178,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,my mbale people pole sana climate change divastating,0.0,0.0,0.0,1.0,,1,9,33.38,40.06,77.17,20.23,9,22.22,33.33,22.22,22.22,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0
12,12.0,1.55371e+18,878302040.0,1.55371e+18,2022-07-31T11:37:36.000Z,en,0,0,0,0,everyone,Climate change is forcing human and non-human beings to become climate refugees https://t.co/a8zJaOmxTJ via @PalmOilDetect,[],0,0,7,0,0,1,1,0,594.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change forcing human nonhuman being become climate refugee via,0.0,0.0,0.0,3.0,,1,19,89.52,90.88,1,1,19,36.84,52.63,36.84,21.05,0,0,0,0,0,0,0,0,0,0,5.26,10.53,5.26,0,5.26,0,10.53,5.26,0,0,0,0,0,5.26,0,5.26,5.26,0,5.26,0,0,0,0,10.53,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,0,0,0,0,21.05
13,13.0,1.55375e+18,1.52018e+18,1.55375e+18,2022-07-31T14:22:01.000Z,en,0,0,1,0,everyone,Happy Birthday George Jetson!!! And yes climate change is not a thing,[],0,0,9,3,0,0,0,0,0.0,1.0,0.8061,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy birthday george jetson and yes climate change thing,0.0,0.0,0.0,2.0,,1,12,26.1,1,89.39,99,6,16.67,66.67,58.33,41.67,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,0,8.33,0,8.33,8.33,8.33,8.33,0,0,0,0,0,16.67,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0
14,14.0,1.55382e+18,1.0175e+18,1.55382e+18,2022-07-31T18:56:40.000Z,en,0,1,5,0,everyone,I saw something saying George Jetson was born today. That Jetson's future is terrifying. Global Warming has flooded the earth so everyone lives on platforms in the sky and there isn't a minority in sight.,[],0,1,4,0,0,0,0,0,394.0,0.015189873,-0.4767,Negative,0.5719,0.0,0.5719,0.0,0.0,0.0,0.0,0.0,i saw something saying george jetson born today that jetsons future terrifying global warming flooded earth everyone life platform sky isnt minority sight,0.0,0.0,0.0,3.0,,1,35,39.7,13.3,97.09,1.98,11.67,22.86,71.43,68.57,48.57,11.43,2.86,2.86,0,0,0,0,8.57,11.43,8.57,0,8.57,11.43,5.71,5.71,2.86,22.86,8.57,0,2.86,0,0,2.86,2.86,0,2.86,2.86,0,2.86,2.86,0,0,0,5.71,2.86,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,8.57,0,0,0,5.71,0
15,15.0,1.55372e+18,8.96307e+17,1.55372e+18,2022-07-31T12:25:51.000Z,en,0,0,2,0,everyone,"Ah well, back to the summer the climate change loons all want us to have: Miserable, muggy, damp.",[],0,0,2,0,0,0,0,0,564.0,0.003539823,-0.2023,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ah well back summer climate change loon want u miserable muggy damp,0.0,0.0,0.0,3.0,,1,18,95.3,92.24,10.18,20.23,18,11.11,66.67,66.67,44.44,5.56,5.56,0,5.56,0,0,0,0,16.67,11.11,0,11.11,5.56,5.56,0,0,11.11,11.11,5.56,5.56,5.56,0,0,11.11,5.56,5.56,5.56,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,27.78,5.56,16.67,0,0,0,5.56
16,16.0,1.55358e+18,22105603.0,1.55358e+18,2022-07-31T03:20:14.000Z,en,3,1,8,0,everyone,"'The question is whether the Climate Change Authority, as currently configured, is up to the job. The former government made a practice of stacking boards and the CCA is no exception.' https://t.co/3jDS0WmEpx",[],0,1,7,0,0,1,0,0,22433.0,0.000534902,-0.2263,Negative,-0.296,0.0,-0.296,0.0,0.0,0.0,100.0,0.0,the question whether climate change authority currently configured job the former government made practice stacking board cca exception,0.0,0.0,0.0,1.0,,1,36,95.3,2.75,77.17,2.17,12,30.56,72.22,55.56,47.22,0,0,0,0,0,0,0,0,19.44,16.67,2.78,11.11,8.33,2.78,8.33,2.78,11.11,2.78,0,5.56,0,2.78,2.78,2.78,0,2.78,2.78,0,2.78,0,0,0,0,2.78,2.78,0,0,0,0,2.78,5.56,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,5.56,0,0,5.56,5.56
17,17.0,1.5538e+18,479840281.0,1.5538e+18,2022-07-31T18:00:05.000Z,en,3,0,2,0,everyone,"#ICYMI Beavers are climate superheroes 🦫 https://t.co/MLHjBPa7UW",['ICYMI'],1,1,22,0,0,1,0,1,5107.0,0.000978857,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,icymi beavers climate superheroes,0.0,0.0,0.0,0.0,,1,10,69.05,40.06,1,1,10,40,50,30,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,30
18,18.0,1.55385e+18,4424759112.0,1.55385e+18,2022-07-31T21:19:59.000Z,en,0,0,0,0,everyone,Tuvalu’s beach volleyball players face disappearing sand due to global warming https://t.co/Gv2MxEL5df via @YahooNews,[],0,0,7,0,0,1,1,0,2497.0,0.0,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuvalus beach volleyball player face disappearing sand due global warming via,0.0,0.0,0.0,2.0,,1,18,98.16,40.06,77.17,1,18,38.89,44.44,33.33,11.11,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,0,0,5.56,11.11,0,0,0,0,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,5.56,0,0,0,5.56,16.67
19,19.0,1.55377e+18,1.33073e+18,1.55377e+18,2022-07-31T15:45:15.000Z,en,0,0,1,0,everyone,Republicans would rather spend billions upon billions a year cleaning up major environmental disasters than actually spending money to address climate change issues so there are fewer environmental disasters.,[],0,0,1,0,0,0,0,0,4542.0,0.000220119,-0.8166,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,republicans would rather spend billion upon billion year cleaning major environmental disaster actually spending money address climate change issue fewer environmental disaster,0.0,0.0,0.0,3.0,,1,29,68.11,22.04,86.26,74.09,29,41.38,68.97,65.52,48.28,0,0,0,0,0,0,0,0,13.79,3.45,6.9,13.79,6.9,13.79,6.9,0,17.24,6.9,13.79,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0
20,20.0,1.55378e+18,1.30878e+18,1.55378e+18,2022-07-31T16:30:38.000Z,en,0,0,1,0,everyone,Did you know that @Walmart is going green? I happened to be watching Pluto TV and saw a news blurb. So I looked it up. https://t.co/umeKho17Ao,[],0,3,9,0,1,1,1,0,564.0,0.001769912,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,did know going green i happened watching pluto tv saw news blurb so i looked,0.0,0.0,0.0,0.0,,1,30,30.37,40.06,19.26,1.23,7.5,13.33,83.33,63.33,40,13.33,10,6.67,0,3.33,0,0,3.33,6.67,3.33,3.33,6.67,10,3.33,6.67,0,26.67,3.33,0,0,0,0,0,3.33,0,3.33,3.33,0,3.33,0,0,0,0,6.67,3.33,0,0,0,0,3.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23.33,10,0,3.33,0,0,10
21,21.0,1.5536e+18,1.42741e+18,1.5536e+18,2022-07-31T04:53:23.000Z,en,0,0,0,0,everyone,"venus planet of love was destroyed by global warming, did its people want too much? did its people want too much, too?",[],0,0,0,0,2,0,0,0,5.0,0.0,0.5514,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,venus planet love destroyed global warming people want much people want much,0.0,0.0,0.0,1.0,,1,22,20.83,86.82,1,1,11,9.09,90.91,72.73,54.55,9.09,0,0,0,0,0,0,9.09,18.18,0,0,9.09,13.64,13.64,0,0,22.73,9.09,18.18,4.55,0,0,4.55,27.27,4.55,22.73,4.55,4.55,0,0,0,0,0,13.64,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0
22,22.0,1.55384e+18,33811563.0,1.55384e+18,2022-07-31T20:32:26.000Z,en,4,0,6,0,everyone,Alan Kohler: Labor’s climate change safeguard mechanism is going to be a minefield | The New Daily https://t.co/1YyOPLmctq,[],0,0,10,0,0,1,0,0,44259.0,0.000225938,0.3818,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alan kohler labors climate change safeguard mechanism going minefield the new daily,0.0,0.0,0.0,1.0,,1,21,94.68,40.06,24.32,20.23,21,23.81,57.14,42.86,23.81,0,0,0,0,0,0,0,0,9.52,9.52,4.76,4.76,9.52,0,0,0,19.05,9.52,0,0,0,0,0,9.52,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,4.76,0,0,0,4.76,19.05
23,23.0,1.55362e+18,3402698595.0,1.55362e+18,2022-07-31T06:03:54.000Z,en,0,0,0,0,everyone,U.S. Will Plant One Billion Trees to Combat Climate Change https://t.co/N7EKBbBzCl,[],0,1,22,0,0,1,0,0,65.0,0.0,-0.34,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us will plant one billion trees combat climate change,0.0,0.0,0.0,0.0,,1,15,89.52,40.06,1.91,1,15,20,60,33.33,26.67,0,0,0,0,0,0,0,0,13.33,0,20,6.67,6.67,0,0,0,6.67,0,13.33,0,0,0,0,13.33,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,20,0,0,0,0,13.33
24,24.0,1.55367e+18,1156206252.0,1.55367e+18,2022-07-31T09:02:09.000Z,en,0,0,0,0,everyone,Could global warming be a cause for more shark encounters? l ABC News https://t.co/xC1csop0ya,[],0,1,7,0,1,1,0,0,287.0,0.0,0.5945,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,could global warming cause shark encounter l abc news,0.0,0.0,0.0,1.0,,1,18,89.52,40.06,1,1,9,16.67,66.67,44.44,27.78,0,0,0,0,0,0,0,0,11.11,5.56,5.56,5.56,11.11,0,0,0,11.11,16.67,5.56,0,0,0,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,11.11,11.11,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,5.56,0,5.56,0,0,11.11
25,25.0,1.55375e+18,3364353053.0,1.55375e+18,2022-07-31T14:49:35.000Z,en,0,0,2,0,everyone,“Lies told by gov­ern­ment of­fi­cials: That mask or vac­cine didn’t pre­vent you from be­ing in­fected by Covid. You can’t keep your doc­tor. The half-tril­lion dol­lars you were asked to spend on cli­mate change didn’t stop cli­mate change.” https://t.co/g1Mz1iLvGn,[],0,0,3,0,0,1,0,0,3236.0,0.000617856,-0.296,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lies told government official that mask vaccine didnt prevent infected covid you cant keep doctor the halftrillion dollar asked spend climate change didnt stop climate change,0.0,0.0,0.0,3.0,,1,55,66.59,71.57,16.38,20.23,13.75,3.64,54.55,43.64,34.55,9.09,7.27,0,0,7.27,0,0,1.82,5.45,1.82,1.82,12.73,9.09,0,1.82,5.45,16.36,0,0,3.64,3.64,0,0,3.64,1.82,1.82,1.82,0,1.82,0,0,0,0,16.36,5.45,0,0,0,0,3.64,1.82,0,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,23.64,7.27,0,0,0,5.45,10.91
26,26.0,1.55361e+18,27400757.0,1.55361e+18,2022-07-31T04:56:44.000Z,en,0,0,1,0,everyone,"The climate change bill is bullshit just another way for big business to line their pockets what a crock @POTUS @VP wow, I guess we really don’t care very sad 🕳!!!",[],0,3,7,3,0,0,2,1,312.0,0.003194888,0.022,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the climate change bill bullshit another way big business line pocket crock wow i guess really dont care sad,0.0,0.0,0.0,3.0,,1,30,30.37,10.48,82.8,1.23,30,16.67,63.33,60,46.67,16.67,10,3.33,3.33,0,0,3.33,6.67,13.33,6.67,0,6.67,6.67,10,0,3.33,10,6.67,6.67,3.33,3.33,0,0,10,0,3.33,6.67,0,3.33,0,0,3.33,3.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,23.33,0,3.33,0,10,3.33,6.67
27,27.0,1.55372e+18,1.52732e+18,1.55372e+18,2022-07-31T12:25:39.000Z,en,1,0,1,0,everyone,Brazil president ripped Leonardo DiCaprio over Amazon deforestation tweet: “Give up your yacht before lecturing!”#Climatechange #LeonardoDiCaprio #Climatechangecultist #ClimateCrisis #Hypocrisy,"['Climatechange' 'LeonardoDiCaprio' 'Climatechangecultist' 'ClimateCrisis'
 'Hypocrisy']",5,0,8,1,0,0,0,0,564.0,0.003539823,0.2481,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brazil president ripped leonardo dicaprio amazon deforestation tweet give yacht lecturingclimatechange leonardodicaprio climatechangecultist climatecrisis hypocrisy,0.0,0.0,0.0,3.0,,1,20,89.52,97.73,7.03,1,20,50,40,25,20,5,5,0,0,5,0,0,0,5,0,0,15,0,5,5,0,0,0,0,15,0,10,5,5,0,5,0,0,0,0,0,0,0,20,10,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,5,0,40
