id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text,hashtags,hashtag_count,uppercase_count,uppercase_pct,exclamation_mark_count,question_mark_count,url_count,mention_count,emojie_count,followers_count,engagement_score,sentiment_score,sentiment_category,avg_replies_sentiment,avg_quotes_sentiment,avg_conversation_sentiment,var_replies_sentiment,var_quotes_sentiment,var_conversation_sentiment,pct_similar_sentiment_replies,pct_similar_sentiment_quotes,clean_text,var_replies_semantic,var_quotes_semantic,var_conversation_semantic
1553845515120410624,34055841,1553845515120410624,2022-07-31T20:50:14.000Z,en,0,0,0,0,everyone,News: Climate change impacts fortunes of Black businesses across North Carolina https://t.co/XaXueTIIoN,[],0,0,12,0,0,1,0,0,7123.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,news climate change impact fortune black business across north carolina,0.0,0.0,0.0
1553797082670047233,1451119805239545856,1553797082670047233,2022-07-31T17:37:47.000Z,en,2,0,12,1,everyone,A pandemic that needed 3 yr media campaign costing millions for people to submit and comply 🤔A war in Ukraine with NO footage and billions of our money being sent to WEF Zelensky.who benefits?Climate change hoax? Know the NWO end game understand the paths to get there..,[],0,5,6,0,2,0,0,1,611.0,0.024509803921568627,-0.8516,Negative,0.0,0.2263,0.2263,0.0,0.0,0.0,0.0,0.0,a pandemic needed 3 yr medium campaign costing million people submit comply war ukraine no footage billion money sent wef zelenskywho benefitsclimate change hoax know nwo end game understand path get,0.0,0.0,0.0
1553745053444620291,97046418,1553745053444620291,2022-07-31T14:11:02.000Z,en,0,0,2,0,everyone,"Love how theres a global covid pandemic and about to be a monkeypox pandemic and costs are out of control and greed/corruption run rampant and climate change will kill us all, and I just... have to keep working a job Im sick of",[],0,1,2,0,0,0,0,0,2209.0,0.0009049773755656109,-0.5859,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,love there global covid pandemic monkeypox pandemic cost control greedcorruption run rampant climate change kill u i keep working job im sick,0.0,0.0,0.0
1553864766422147074,952252573,1553864766422147074,2022-07-31T22:06:44.000Z,en,0,1,0,0,everyone,"Is anyone else getting almost exclusively recommended tweets with tags like ""entertainment"" or ""Volkswagen"" or ""chipotle"" which are actually about climate change and t-swift and Kylie Jenner for using private jets?",[],0,0,2,0,1,0,0,0,1040.0,0.0009606147934678194,0.7024,Positive,0.3612,0.0,0.3612,0.0,0.0,0.0,100.0,0.0,is anyone else getting almost exclusively recommended tweet tag like entertainment volkswagen chipotle actually climate change tswift kylie jenner using private jet,0.0,0.0,0.0
1553672309709619200,1347784274901086209,1553672309709619200,2022-07-31T09:21:59.000Z,en,15,0,4,0,everyone,Current flooding in Pakistan is mainly due to climate change..#SavePeopleFromFlood https://t.co/i4Ti6XT0Mo,['SavePeopleFromFlood'],1,0,10,0,0,1,0,0,564.0,0.033628318584070796,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,current flooding pakistan mainly due climate changesavepeoplefromflood,0.0,0.0,0.0
1553539618989113344,400523061,1553539618989113344,2022-07-31T00:34:43.000Z,en,0,0,1,0,everyone,"NASA admits climate change occurs because of changes in Earth's solar orbit, not because of SUVs and fossil fuels -- Earth Changes -- https://t.co/GqLguNUfV0.                        ☀️⚡️NASA SAYS : Climate CHANGE CAUSED BY THIS !!☀️⚡️ 🤔💭 https://t.co/HrjCFuZu6R",[],0,6,23,2,0,2,0,6,27.0,0.03571428571428571,0.296,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nasa admits climate change occurs change earths solar orbit suvs fossil fuel earth changes says climate change caused by this,0.0,0.0,0.0
1553678306125516800,1659823890,1553678306125516800,2022-07-31T09:45:48.000Z,en,0,0,1,0,everyone,"Invasive species already cost billions. As the climate warms, the damage is expected to get worse. https://t.co/GjSneCnI2T",[],0,0,7,0,0,1,0,0,188.0,0.005291005291005291,-0.6369,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,invasive specie already cost billion as climate warms damage expected get worse,0.0,0.0,0.0
1553727985009696768,1282063895134437376,1553727985009696768,2022-07-31T13:03:13.000Z,en,1,0,1,0,everyone,"Together we can lower healthcare and energy cost, combat climate change, and make the tax code fairer. Tell Congress to Pass the Inflation Reduction Act. Take action with @edvotes. https://t.co/sVVkcXKdSw",[],0,0,7,0,0,1,1,0,187.0,0.010638297872340425,-0.3612,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,together lower healthcare energy cost combat climate change make tax code fairer tell congress pass inflation reduction act take action,0.0,0.0,0.0
1553713316559818757,1544861611080441859,1553713316559818757,2022-07-31T12:04:55.000Z,en,0,0,0,0,everyone,"Fifteen Hurricanes That Changed the Carolinas: Powerful Storms, Climate Change, and What We Do Next [UFGEKCK]https://t.co/4xDMkSUBDS",[],0,1,23,0,0,1,0,0,564.0,0.0,0.4215,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fifteen hurricanes that changed carolinas powerful storms climate change what we do next ufgekck,0.0,0.0,0.0
1553753564505378821,1231200990042390528,1553753564505378821,2022-07-31T14:44:51.000Z,en,0,1,0,0,everyone,(1/3) The era of complacency might be nearing its end. A German think tank recently ranked Pakistan No. 5 on its recent list of countries most vulnerable to climate change. Yale University’s environmental performance index is even more alarming: It lists Pakistan at 176 https://t.co/ptKGy58ykL,[],0,1,5,0,0,1,0,0,11.0,0.08333333333333333,-0.4563,Negative,-0.4201,0.0,-0.4201,0.0,0.0,0.0,100.0,0.0,13 the era complacency might nearing end a german think tank recently ranked pakistan no 5 recent list country vulnerable climate change yale universitys environmental performance index even alarming it list pakistan 176,0.0,0.0,0.0
1553624870646386688,1553622885943676928,1553624870646386688,2022-07-31T06:13:28.000Z,en,0,0,0,0,everyone,Its girls like u that cause global warming!,[],0,0,3,1,0,0,0,0,0.0,0.0,0.5255,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,its girl like u cause global warming,0.0,0.0,0.0
1553797588150788096,1515651550194057217,1553797588150788096,2022-07-31T17:39:47.000Z,en,0,0,1,0,everyone,"""EAU"" - STP's own work. A piece inspired by the French for ""water"" and climate change, blurring the lines between asemic and non-asemic writing.#asemicwriting #experimentalwriting #vispo #visualpoetry https://t.co/VxdDRg2vjA","['asemicwriting', 'experimentalwriting', 'vispo', 'visualpoetry']",4,3,6,0,0,1,0,0,564.0,0.0017699115044247787,0.4939,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eau stps work a piece inspired french water climate change blurring line asemic nonasemic writingasemicwriting experimentalwriting vispo visualpoetry,0.0,0.0,0.0
1553635669318447104,1545552108535312385,1553635669318447104,2022-07-31T06:56:23.000Z,en,0,0,0,0,everyone,"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet [AFTM74V]https://t.co/ImPS0dxMQS",[],0,0,22,0,0,1,0,0,0.0,0.0,-0.9287,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false alarm how climate change panic costs us trillions hurts poor fails fix planet aftm74v,0.0,0.0,0.0
1553878870016659456,20694423,1553878870016659456,2022-07-31T23:02:46.000Z,en,1,0,3,0,everyone,"Reading about the decline in insect populations and came across this beautiful vid of monarch 🦋 who are now an endangered - https://t.co/89IXU6gXF1. Climate change, pesticides, and capitalism are harmful to them and other insects. Without insects, humans wont survive long.",[],0,0,3,0,0,1,0,1,2888.0,0.0013845621322256837,0.6833,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reading decline insect population came across beautiful vid monarch endangered climate change pesticide capitalism harmful insect without insect human wont survive long,0.0,0.0,0.0
1553541916708438016,1262853335843049473,1553541916708438016,2022-07-31T00:43:51.000Z,en,0,2,1,0,everyone,We don't need saved from climate change,[],0,0,3,0,0,0,0,0,564.0,0.005309734513274336,-0.3252,Negative,-0.26335,0.0,-0.26335,0.13870644499999998,0.0,0.13870644499999998,50.0,0.0,we dont need saved climate change,0.13870644499999998,0.0,0.13870644499999998
1553840969082372096,1450281783501549573,1553840969082372096,2022-07-31T20:32:10.000Z,en,1,0,6,0,everyone,"Gas Mask Challenge No.135Owned by @ka2uma_ono https://t.co/tMhOQht9BlI create gas mask artwork with the aim of sharing the issues of viruses, climate change, human rights, etc. with the world and not letting them fade away. https://t.co/h0Akb4zmI4",[],0,0,6,0,0,2,1,0,309.0,0.02258064516129032,0.6369,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gas mask challenge no135owned create gas mask artwork aim sharing issue virus climate change human right etc world letting fade away,0.0,0.0,0.0
1553800294412079104,20753215,1553800294412079104,2022-07-31T17:50:33.000Z,en,0,0,0,0,everyone,Revere Woman Fights #ClimateChange In Work At #Massachusetts Cannabis Dispensary https://t.co/UQNh7fMrDX,"['ClimateChange', 'Massachusetts']",2,0,18,0,0,1,0,0,4255.0,0.0,-0.4019,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,revere woman fights climatechange in work at massachusetts cannabis dispensary,0.0,0.0,0.0
1553587505286369281,15221598,1553587505286369281,2022-07-31T03:45:00.000Z,en,6,1,6,0,everyone,"In Fiji, coral reefs are faced with an emerging threat. (World Economic Forum) #ClimateChange #Environment @wef https://t.co/IgQG3qLGka","['ClimateChange', 'Environment']",2,0,11,0,0,1,1,0,102643.0,0.00012665133860722497,-0.5267,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,in fiji coral reef faced emerging threat world economic forum climatechange environment,0.0,0.0,0.0
1553727802045829125,23101135,1553727802045829125,2022-07-31T13:02:29.000Z,en,0,0,0,0,everyone,".@thisweekrte #Obombing ruined #Libya with #Hillary &amp; #Obiden, also reintroducing #SLAVERY.Refugees should be sent to Obama's $10.5 million Compound in Martha's Vineyard (Beachfront, so no Climate Change worries THERE!)#twip #dncCORRUPTION #13hrsInBenghazi #twip #liveline","['Obombing', 'Libya', 'Hillary', 'Obiden', 'SLAVERY', 'twip', 'dncCORRUPTION', '13hrsInBenghazi', 'twip', 'liveline']",10,2,15,1,0,0,1,0,3677.0,0.0,-0.8425,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,obombing ruined libya hillary amp obiden also reintroducing slaveryrefugees sent obamas 105 million compound marthas vineyard beachfront climate change worry theretwip dnccorruption 13hrsinbenghazi twip liveline,0.0,0.0,0.0
1553790754891485187,1482772742596444160,1553790754891485187,2022-07-31T17:12:38.000Z,en,0,0,0,0,everyone,Climate change and the Supreme Court’s version of police abolitionism https://t.co/fOVXP9atzp,[],0,0,8,0,0,1,0,0,215.0,0.0,0.5574,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change supreme courts version police abolitionism,0.0,0.0,0.0
1553745290418610177,850035646471299073,1553745290418610177,2022-07-31T14:11:59.000Z,en,0,0,4,0,everyone,global warming (taylor’s version),[],0,0,0,0,0,0,0,0,564.0,0.007079646017699115,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global warming taylor version,0.0,0.0,0.0
1553531637899489280,16086928,1553531637899489280,2022-07-31T00:03:00.000Z,en,4,3,14,0,everyone,"The House on Friday approved wide-ranging legislation aimed at helping communities in the West cope with increasingly severe wildfires and drought, fueled by climate change.https://t.co/lReAS2MWmz",[],0,0,5,0,0,1,0,0,468834.0,4.479187773950324e-05,0.34,Positive,-0.3506,0.0,-0.3506,0.00022471999999999992,0.0,0.00022471999999999992,0.0,0.0,the house friday approved wideranging legislation aimed helping community west cope increasingly severe wildfire drought fueled climate change,0.00022471999999999992,0.0,0.00022471999999999992
1553553414138630144,1501292216307699713,1553553414138630144,2022-07-31T01:29:32.000Z,en,0,0,0,0,everyone,climate change is happening all around,[],0,0,0,0,0,0,0,0,1.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change happening around,0.0,0.0,0.0
1553871811170942979,1525502622744068097,1553871811170942979,2022-07-31T22:34:43.000Z,en,1,0,1,0,everyone,Austin Texas had a record breaking July hottest in 125 years. Now deny Climate Change to me as we swelter and wait for another blackout from Abbott’s failure to fix the grid! #ClimateActionNow #TurnTexasBlue https://t.co/3MLPGpi8Lr,"['ClimateActionNow', 'TurnTexasBlue']",2,0,9,1,0,1,0,0,564.0,0.0035398230088495575,-0.7177,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,austin texas record breaking july hottest 125 year now deny climate change swelter wait another blackout abbotts failure fix grid climateactionnow turntexasblue,0.0,0.0,0.0
1553658908467638272,1501292216307699713,1553658908467638272,2022-07-31T08:28:44.000Z,en,0,0,0,0,everyone,help this is important climate change is real,[],0,0,0,0,0,0,0,0,1.0,0.0,0.5423,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,help important climate change real,0.0,0.0,0.0
1553692233894924290,1220658220844318720,1553692233894924290,2022-07-31T10:41:09.000Z,en,16,0,7,0,everyone,"In the last few decades, climate change has emerged as an important driving force behind floods in Pakistan, primarily by affecting glacier-melting, and by interfering in summer monsoon patterns.#SavePeopleFromFlood",['SavePeopleFromFlood'],1,0,3,0,0,0,0,0,815.0,0.028186274509803922,0.2023,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,in last decade climate change emerged important driving force behind flood pakistan primarily affecting glaciermelting interfering summer monsoon patternssavepeoplefromflood,0.0,0.0,0.0
1553873188542566402,1478743444503687171,1553873188542566402,2022-07-31T22:40:12.000Z,en,0,0,0,0,everyone,Bill Gates and Other Radicals Pressed Joe Manchin to Vote for Biden's Behemoth Climate Change Billhttps://t.co/sK4tYv9rGr,[],0,0,15,0,0,1,0,0,38.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bill gates other radicals pressed joe manchin vote bidens behemoth climate change bill,0.0,0.0,0.0
1553752303454236673,1522798762854334469,1553752303454236673,2022-07-31T14:39:51.000Z,en,0,0,0,0,everyone,Swedish Scientist Says Humans Should Be 'Tricked' Into Cannibalism To 'Fight Climate Change' https://t.co/pLPthkTWxN via @realnewspunch,[],0,0,15,0,0,1,1,0,564.0,0.0,-0.4939,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,swedish scientist says humans should be tricked into cannibalism to fight climate change via,0.0,0.0,0.0
1553695238413238273,1480725285821726725,1553695238413238273,2022-07-31T10:53:05.000Z,en,2,0,2,0,everyone,Government rain. Woodstock '69. They knew then. The government is responsible for climate change distasters. They admitted to creating rain during Vietnam and governments in the middle east are creating rain for droughts. Good and evil can come of this. https://t.co/zbaqJuzomw,[],0,0,3,0,0,1,0,0,564.0,0.007079646017699115,0.5574,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,government rain woodstock 69 they knew the government responsible climate change distasters they admitted creating rain vietnam government middle east creating rain drought good evil come,0.0,0.0,0.0
1553617532904521728,959098357959614465,1553617532904521728,2022-07-31T05:44:19.000Z,en,0,0,0,0,everyone,Polls Show Growing Number of Americans Pulling the Plug on Democrats’ ‘Climate Change’ Hysteria - https://t.co/MjHt9rTHFE,[],0,0,16,0,0,1,0,0,62.0,0.0,-0.2263,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,polls show growing number americans pulling plug democrats climate change hysteria,0.0,0.0,0.0
1553680226865090560,1062410534308532224,1553680226865090560,2022-07-31T09:53:26.000Z,en,0,0,9,0,everyone,venus planet of love was destroyed by global warming did its people want to much too did its people want too much,[],0,0,0,0,0,0,0,0,391.0,0.02295918367346939,0.4939,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,venus planet love destroyed global warming people want much people want much,0.0,0.0,0.0
1553863839216816129,19417492,1553863839216816129,2022-07-31T22:03:03.000Z,en,22,4,61,1,everyone,Shoveling hundreds of billions of dollars to the Democratic Party’s allies isn’t sound economic or environmental policy. | by Kevin D. Williamson  https://t.co/wCn7NF29os,[],0,1,6,0,0,1,0,0,338571.0,0.00025991517313894827,0.0,Neutral,0.16063333333333332,0.0,0.16063333333333332,0.5343738233333334,0.0,0.5343738233333334,33.33333333333333,0.0,shoveling hundred billion dollar democratic partys ally isnt sound economic environmental policy kevin d williamson,0.5343738233333334,0.0,0.5343738233333334
1553851439784423425,1329492481248014336,1553851439784423425,2022-07-31T21:13:47.000Z,en,1,0,0,0,everyone,Greetings green thumbs! The well known unnatural company Nike on average emits 7.33 KILOGRAMS of carbon dioxide per sneaker🤢! Fun fact  climate change is a real thing!  Find out what else is swept underneath the rug!,[],0,1,8,4,0,0,0,1,155.0,0.00641025641025641,0.8433,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,greetings green thumb the well known unnatural company nike average emits 733 kilograms carbon dioxide per fun fact climate change real thing find else swept underneath rug,0.0,0.0,0.0
1553712477321498626,1405922303502864390,1553712477321498626,2022-07-31T12:01:35.000Z,en,0,0,0,0,everyone,Global warming is getting worse and we are still watching some people on tik tok cutting cucumbers on Olivia Rodrigo's song for the 28736383837 time And we ask why it is so hot/cold than usual outside :/,[],0,0,2,0,0,0,0,0,564.0,0.0,-0.6597,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,global warming getting worse still watching people tik tok cutting cucumber olivia rodrigos song 28736383837 time and ask hotcold usual outside,0.0,0.0,0.0
1553803208870739968,1150813903649030145,1553803208870739968,2022-07-31T18:02:07.000Z,en,0,0,0,0,everyone,"On 9.23.19, @realdonaldtrump decided sarcasm was his best response to a 16-year-old girl's passionate argument for climate change action. #beBest https://t.co/85Kne3fQRo",['beBest'],1,0,3,0,0,1,1,0,15.0,0.0,0.6369,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on 92319 decided sarcasm best response 16yearold girl passionate argument climate change action bebest,0.0,0.0,0.0
1553852049124728833,1044844792126033925,1553852049124728833,2022-07-31T21:16:12.000Z,en,0,4,0,1,everyone,Seabirds find it harder to catch fish as climate crisis makes water cloudier https://t.co/eDTlaHdkSb,[],0,0,6,0,0,1,0,0,4156.0,0.0012027904738994466,-0.6249,Negative,0.123475,-0.6901,-0.03924000000000001,0.0609843025,0.0,0.178119083,0.0,100.0,seabirds find harder catch fish climate crisis make water cloudier,0.0609843025,0.0,0.178119083
1553580295894466560,1441776877631279108,1553580295894466560,2022-07-31T03:16:21.000Z,en,0,0,0,0,everyone,Could ‘Space Bubbles’ Stop Climate Change?  The World Economic Forum that is the world’s bigger and most powerful terror organization ants to “block the sun” because … Climate Change bullshit !,[],0,0,7,1,1,0,0,0,110.0,0.0,-0.7831,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,could space bubbles stop climate change the world economic forum world bigger powerful terror organization ant block sun climate change bullshit,0.0,0.0,0.0
1553712080724918273,17275139,1553712080724918273,2022-07-31T12:00:01.000Z,en,4,0,6,0,everyone,The Interior Department is advancing offshore wind projects in the Gulf of Mexico as the Biden administration looks for ways to expand its clean energy projects to fight climate change. https://t.co/8E8UAIoIEP via @csgazette,[],0,0,7,0,0,1,1,0,9474.0,0.0010554089709762533,0.5423,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the interior department advancing offshore wind project gulf mexico biden administration look way expand clean energy project fight climate change via,0.0,0.0,0.0
1553849949179318272,1470568262668804096,1553849949179318272,2022-07-31T21:07:51.000Z,en,0,0,4,0,everyone,California is on fire again. Western US groundwater has nearly been depleted. Hottest years on record the last 2 decades. Ice caps rapidly melting. Crop and fish shortages. Global warming is not just things getting hotter. It is all these things.,[],0,1,4,0,0,0,0,0,266.0,0.0149812734082397,-0.34,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,california fire western us groundwater nearly depleted hottest year record last 2 decade ice cap rapidly melting crop fish shortage global warming thing getting hotter it thing,0.0,0.0,0.0
1553888116020285447,794927634920701952,1553888116020285447,2022-07-31T23:39:31.000Z,en,0,0,0,0,everyone,Bill Gates and Other Radicals Pressed Joe Manchin to Vote for Biden's Behemoth Climate Change Bill https://t.co/b9sAwqVOEW via @gatewaypundit,[],0,0,15,0,0,1,1,0,55.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bill gates other radicals pressed joe manchin vote bidens behemoth climate change bill via,0.0,0.0,0.0
1553817516807319552,1390698981034893318,1553817516807319552,2022-07-31T18:58:59.000Z,en,0,0,1,0,everyone,"The last Capitalist we hang shall be the one who sold us the rope.With climate change,Capitalism could literally destroy the earth soon.#Capitalism #ClimateCrisis","['Capitalism', 'ClimateCrisis']",2,0,5,0,0,0,0,0,564.0,0.0017699115044247787,-0.5423,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the last capitalist hang shall one sold u ropewith climate changecapitalism could literally destroy earth sooncapitalism climatecrisis,0.0,0.0,0.0
1553697167189196800,65331201,1553697167189196800,2022-07-31T11:00:45.000Z,en,1,0,1,0,everyone,"We've just opened an online survey asking you to share your current recycling habits and thoughts on potential future service changes, as well as how best to minimise waste to tackle #climatechange locally. Complete the survey by 21 August here: https://t.co/6xbm2ldLno https://t.co/rc8OptXz1h",['climatechange'],1,0,2,0,0,2,0,0,12015.0,0.00016644474034620507,0.6908,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weve opened online survey asking share current recycling habit thought potential future service change well best minimise waste tackle climatechange locally complete survey 21 august,0.0,0.0,0.0
1553767891518083074,4054827317,1553767891518083074,2022-07-31T15:41:47.000Z,en,44,0,126,0,everyone,Nothing says global warming like rainy Riyadh in late July 🌦 #الرياض_اليوم https://t.co/9HJAUqh2qb,['الرياض_اليوم'],1,0,8,0,0,1,0,1,128.0,1.317829457364341,0.1916,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing say global warming like rainy riyadh late july الرياض_اليوم,0.0,0.0,0.0
1553732743951011840,1307045626778181635,1553732743951011840,2022-07-31T13:22:07.000Z,en,0,0,0,0,everyone,"10-day rolling average, degrees Celsius - Kiribati, Pacific Ocean. Source: https://t.co/hVKmkKS24h #ClimateChange #ClimateAction #ClimateCrisis #Kiribati https://t.co/4y4dfbGZ2T","['ClimateChange', 'ClimateAction', 'ClimateCrisis', 'Kiribati']",4,0,12,0,0,2,0,0,78.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10day rolling average degree celsius kiribati pacific ocean source climatechange climateaction climatecrisis kiribati,0.0,0.0,0.0
