id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text,reference_tweet_id
1554069450193866754,808638876071956480,1553813626791813121,2022-08-01T11:40:04.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1553813626791813121'}]",@VBagaaya We shouldn’t forget to act on environmental degradation. It just amplifies climate change impacts. @VBagaaya,1553813626791813121
1554026251026927617,1446100227598032901,1553813626791813121,2022-08-01T08:48:25.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1553813626791813121'}]","@VBagaaya With rampant corruption and impunity  in the country, there is nothing much to be done. Tonnes &amp; tonnes of soil are being dumped in swamps daily by people with power in disguise of development . Deforestation and building of structures in wetlands is happening during day tym.",1553813626791813121
1553814994285903872,1478810127394353160,1553813626791813121,2022-07-31T18:48:57.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1553813626791813121'}]",@VBagaaya We are too late my dear.. We can only minimize the damage.,1553813626791813121
1553562108322893824,1145393195561304064,1553545261871497219,2022-07-31T02:04:05.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1553545261871497219'}]",@seasidecourtney Thank you for your service 🙏,1553545261871497219
1553545393434140673,24573102,1553545261871497219,2022-07-31T00:57:39.000Z,en,0,1,5,0,"[{'type': 'replied_to', 'id': '1553545261871497219'}]",Gary doesn’t give a shit about the environment. He’s a goddamn joke.,1553545261871497219
1553809944708775938,727316106843574272,1553809898793848833,2022-07-31T18:28:53.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1553809898793848833'}]",This list of milestones includes some of the major influences external to the science itself. Following it is a list of other external influences.,1553809898793848833
1554077052902313985,1337280942184878080,1553891062988427265,2022-08-01T12:10:17.000Z,qme,0,0,1,1,"[{'type': 'replied_to', 'id': '1553891062988427265'}]",@askboomer1949 #ClimateEmergency #Kentucky #RandPaul #Republicans #Democrats #MAGA #UltraMAGA #GOP #ClimateCrisis #Flood #Ohio #NationalGuard #Biden #Help #MSNBC #NBC #ABC #CBS #PBS #BBC #FoxNews #hypocrite #FederalAid #RedStates https://t.co/g7p3TPlmPt https://t.co/7nneimmgsr,1553891062988427265
1557013213337763841,1174012429,1557010003109855233,2022-08-09T14:37:32.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1557010003109855233'}]",@eelfriend Like what? Just curious,1557010003109855233
1557052219429531648,111428078,1557044992375668741,2022-08-09T17:12:32.000Z,en,2,0,2,0,"[{'type': 'replied_to', 'id': '1557044992375668741'}]","@jht4x4 @timescolonist Municipalities don't have authority to dictate energy source under building code. Also, they are undermining the financial viability of their own taxpayer-funded RNG sustainability project at Hartland. https://t.co/aJZgDe3sRe",1557044992375668741
1557100083849711617,52402767,1557062851050749952,2022-08-09T20:22:44.000Z,qam,0,0,1,0,"[{'type': 'replied_to', 'id': '1557062851050749952'}]",@bbtbelfast @ulsterahs,1557062851050749952
1557089899886645249,1465683562754195465,1557062851050749952,2022-08-09T19:42:16.000Z,en,0,0,6,0,"[{'type': 'replied_to', 'id': '1557062851050749952'}]",@bbtbelfast It's tiled street signs! An icon of Belfast! https://t.co/X2GGmb3Un7,1557062851050749952
1557015318542929921,465210230,1557013311346065408,2022-08-09T14:45:54.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1557013311346065408'}]",I remain IMMENSELY skeptical that it will achieve the reduction in emissions that Dems are touting but considering I was expecting zero climate legislation to pass it's absolutely good news,1557013311346065408
1557005684461518849,1492825434530230276,1556954564053565442,2022-08-09T14:07:37.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike Unfortunately the Labour Party offer no alternative,1556954564053565442
1556978642416173056,965581610597875720,1556954564053565442,2022-08-09T12:20:10.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike 'Use your brain or someone else will'Tories eh 🤷‍♂️,1556954564053565442
1556977138527510529,803331498,1556954564053565442,2022-08-09T12:14:11.000Z,en,0,0,3,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike The best bit was when he was asked to define what woke meant,1556954564053565442
1556975946527191041,992797101317869568,1556954564053565442,2022-08-09T12:09:27.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike Well l guess we are getting what we voted for as many northen voters wanted brexit . For down south a fair number of conservative s lost there seats . One can only hope those who voted for brexit wont vote conservative again as you can see what we get. Suffering on all fronts .,1556954564053565442
1556970336209567747,100004865,1556954564053565442,2022-08-09T11:47:09.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike They think that wokeness is the root of energy/housing crises.,1556954564053565442
1556961752679649280,494337230,1556954564053565442,2022-08-09T11:13:03.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike It’s a truly astonishing clip.,1556954564053565442
1556956176906084354,97102401,1556954564053565442,2022-08-09T10:50:54.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556954564053565442'}]",@paulgannonbike Sounds like American state legislators,1556954564053565442
1556927752506413056,1329181718570553345,1556927749561909248,2022-08-09T08:57:57.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1556927749561909248'}]",2/ It starts by acknowledging the reality of climate change and the urgency to change our society. And we need to be fast.So why is this not happening?,1556927749561909248
1557118554029395969,1295754979,1557090580248903680,2022-08-09T21:36:07.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557090580248903680'}]",@PsychNews Nights and days,1557090580248903680
1557014047811313667,1468943488796475405,1556842678569955328,2022-08-09T14:40:51.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556842678569955328'}]",@edgarrmcgregor Great job however you may have to start invoicing Coca Cola and the rest for doing their dirty work which their glossy ads seem to have left out !#waste #TRASH #environmental #environnement #CleanUp,1556842678569955328
1556846613372342272,1333313548244590592,1556842678569955328,2022-08-09T03:35:32.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1556842678569955328'}]",@edgarrmcgregor You have amazing tenacity Edgar. Hope you are wearing a hat and avoiding direct sun in these hot days.,1556842678569955328
1556992824339726336,1359918866617356291,1556989552094756864,2022-08-09T13:16:31.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556989552094756864'}]","If I can't get down the temperature in a few years, even NASA will do it in a few more years. Nasa does working on climate.",1556989552094756864
1556989478597713924,237266782,1556829200148987904,2022-08-09T13:03:13.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556829200148987904'}]","@rice_ricej @CharlieCrist I’m telling you, as a governor Crist was great.And I don’t want to see my governor on tv unless we are battening down for a Cat 5.That’s why folks should VOTE CRIST.",1556829200148987904
1557043520963485696,1177948569275383808,1557035305684934659,2022-08-09T16:37:58.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1557035305684934659'}]",@ravikarkara @MichaelEMann @paulkrugman @ClimateHuman @OlumideIDOWU @ClimateWed @DcWalaDesi @FarrahFazal @JohnOberg @ErikSolheim @TurnbullMalcolm @TheVineetMittal I started with very low expectations for Biden.  I’d have been satisfied with a do-nothing president who at least gave us time to heal from Trump’s insanity.  But again and again he impresses me with unexpected triumphs.  He’s shaping up to be the best president in decades.,1557035305684934659
1556951509320888326,1031109314654552065,1556893740001660928,2022-08-09T10:32:21.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556893740001660928'}]",@HSwaminath Major steps?,1556893740001660928
1556912062240260097,1320415854001938432,1556893740001660928,2022-08-09T07:55:36.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556893740001660928'}]",@HSwaminath All HogwashBasically its a powerplay to change the rules of the game and bring about a power shift in the worldMuch like sanctions for Human rights etc.,1556893740001660928
1557133940225445888,973523247135363072,1557133937557868546,2022-08-09T22:37:16.000Z,qht,0,0,0,0,"[{'type': 'replied_to', 'id': '1557133937557868546'}]",#BMRA#MiddleEast#Recycling#SharifMetalsGroup#SharifRecyclingGroup,1557133937557868546
1557118227049615361,1349522293811240962,1557115107150282752,2022-08-09T21:34:49.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1557115107150282752'}]",@kkitteh The continental divide is green there has been so much rain this summer,1557115107150282752
1556986597064773634,1541702226598666240,1556985076272885760,2022-08-09T12:51:46.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556985076272885760'}]","@petitetreelites Climate change is only going to get worse, and according to Cambridge scientists there is a risk it might turn into a horror show. We need an environmental Promised Land to give us hope and to encourage public support. Check out https://t.co/a6puYcsCKC",1556985076272885760
1556980099454582784,15623630,1556978111832625152,2022-08-09T12:25:57.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556978111832625152'}]","@Casey_CAC I come from a long line of proud barefoot lava shovelers but weak young people today refuse to carry on the tradition. Thanks, Obama.",1556978111832625152
1556979116947251201,540028541,1556978111832625152,2022-08-09T12:22:03.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556978111832625152'}]","trade association groups (air-conditioned, sedentary) v, in this case, people who literally pick cotton.",1556978111832625152
1557109512045113344,17476820,1557091890071314434,2022-08-09T21:00:12.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557091890071314434'}]",@CraigCaplan Hahah. Paying taxes is patriotic. Money laundering thru Russia is treason.,1557091890071314434
1557097472375361539,5724602,1557091890071314434,2022-08-09T20:12:21.000Z,en,0,0,3,0,"[{'type': 'replied_to', 'id': '1557091890071314434'}]",@CraigCaplan Like they were ever going to vote for it.,1557091890071314434
1557093650529546240,1072386122548830209,1557091890071314434,2022-08-09T19:57:10.000Z,en,1,0,1,0,"[{'type': 'replied_to', 'id': '1557091890071314434'}]","@CraigCaplan Well, it's better than the @GOPLeader Insurrection Abetting Act.",1557091890071314434
1557092003552321537,1470061528674091020,1557091890071314434,2022-08-09T19:50:37.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557091890071314434'}]",@CraigCaplan no duh lol,1557091890071314434
1557037804504420353,61542667,1557037693988741120,2022-08-09T16:15:15.000Z,en,0,1,2,0,"[{'type': 'replied_to', 'id': '1557037693988741120'}]","Young activists are motivated by the intersection of technology and climate change, and curious about technology's role in both exacerbating and solving the issue",1557037693988741120
1557076420056449024,1353328809479598080,1556887194383421441,2022-08-09T18:48:42.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556887194383421441'}]",@awaisahmedna Next generation of Edwin Land's Polaroid is coming up!!,1556887194383421441
1557041667554697217,86030412,1556887194383421441,2022-08-09T16:30:36.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556887194383421441'}]",@awaisahmedna I could'nt agree more with you. This is what is emphasized in my post https://t.co/yARsgEPJye,1556887194383421441
1556903147461038080,1274399073047584774,1556887194383421441,2022-08-09T07:20:10.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556887194383421441'}]",@awaisahmedna Will be curious to see a visualisation of factory farms methane impact from space,1556887194383421441
1557029942361219072,415267405,1557029895846432769,2022-08-09T15:44:01.000Z,en,0,1,4,0,"[{'type': 'replied_to', 'id': '1557029895846432769'}]","can I just, like, not",1557029895846432769
1550892224401096704,1189623238311198720,1550877652872994819,2022-07-23T17:14:55.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550877652872994819'}]",@schmangee @devincole The overlap across those two distributions of dots deserves comment as much as any difference in means.,1550877652872994819
1550880241614069760,1206976280136044545,1550877652872994819,2022-07-23T16:27:18.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550877652872994819'}]","@schmangee Yes, see: “A Vindication of the Rights of Woman: with Strictures on Political and Moral Subjects” and see also: Men https://t.co/FBk9jnlMnK",1550877652872994819
1550880034101071872,29476085,1550877652872994819,2022-07-23T16:26:28.000Z,en,0,2,3,0,"[{'type': 'replied_to', 'id': '1550877652872994819'}]",It’s very broadly generalizing but I think women who do the majority of care and reproductive work are naturally more invested in the preservation of life. And men many of whom shirk a lot of these responsibilities are in a position to minimize,1550877652872994819
1550879018047643650,322906010,1550877652872994819,2022-07-23T16:22:26.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550877652872994819'}]","@schmangee I wonder how much we can play into the sexism and socialization:We are the Thin Green Line, holding back the forces of darkness that would seek to burn and destroy our natural birthright.Men, stand, take up your sword, and fight to save your own.",1550877652872994819
1550878464470835202,13525922,1550877652872994819,2022-07-23T16:20:14.000Z,en,3,3,9,0,"[{'type': 'replied_to', 'id': '1550877652872994819'}]",@schmangee Men (white men in particular) underestimate the risks of /everything/ compared to everyone else. https://t.co/diwB1dFZ5C,1550877652872994819
1551514286534565889,1541697073170497536,1550744018971045889,2022-07-25T10:26:46.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550744018971045889'}]","@culture_sharks hi, i created a new nft collection. I will be very happy if you check it out. Most of them have already been sold. love and respect. https://t.co/sAMuX9kdlx",1550744018971045889
1550663130467926016,1542781330051809280,1550661833459376128,2022-07-23T02:04:34.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550661833459376128'}]","@AndrewH99f JISULIFE Portable Neck Fan, Hands Free Bladeless Fan, 4000 mAh Battery Operated Wearable Personal Fan, Leafless, Rechargeable, Headphone Design, USB Powered Desk Fan,3 Speeds-Dark GreenTo buy this click here https://t.co/PUcegyamlw https://t.co/Bh2UFmIwWu",1550661833459376128
1550951406689046535,16808530,1550950889548046336,2022-07-23T21:10:05.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550950889548046336'}]",@bettyblue6668 So the fact it’s raining now means it’s not real?,1550950889548046336
1550921512097665026,3220393969,1550869972099923969,2022-07-23T19:11:17.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1550869972099923969'}]",@J_Schiavo The country will become a smoldering ruin. You know where the GOP will point fingers. Same tune on repeat ad infinitum.,1550869972099923969
1550909856453824512,261407336,1550869972099923969,2022-07-23T18:24:58.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550869972099923969'}]",@J_Schiavo Or more heat and more rivers and lakes are reduced to nothing.,1550869972099923969
1551272060525375488,1134145368,1550919988348960769,2022-07-24T18:24:15.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper PLUS:- Deploy all policies on them - chip, social credit, own nothing- Protest- Take them from their homes &amp; Nuremberg trials https://t.co/37KdnLY16d",1550919988348960769
1551163997218652164,1149458732730003456,1550919988348960769,2022-07-24T11:14:50.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Love the $Kiba community vibes. #KIBAVERSE #KIBARMY #MEME,1550919988348960769
1551155303475040256,1059475475876245507,1550919988348960769,2022-07-24T10:40:18.000Z,und,0,0,3,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper 💯,1550919988348960769
1551098244360544257,902489492258476033,1550919988348960769,2022-07-24T06:53:34.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper no bitcoin,1550919988348960769
1551078550681202691,1001493700696920064,1550919988348960769,2022-07-24T05:35:18.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper Yes, Don. Especially the monkeypox nonsense. A few cases here and there and it's a pandemic?Bruh...obesity is the real pandemic. It's the underlying factor for tons of diseases. Oh, but of course...it's a crime to call people fat, uh?🙄 damn ""lawmakers""",1550919988348960769
1550960320495091713,1550870937687543809,1550919988348960769,2022-07-23T21:45:30.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Don't miss an opportunity to moon with this potential 1000x project. #Racers and #legends will meet at #legendaryracers. #NFT #METAVERSE. https://t.co/EjBv2U6APu,1550919988348960769
1550954980659675137,2655290480,1550919988348960769,2022-07-23T21:24:17.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper People need a villain and a war to fight to feel like their life matters. It's some sort of fundamental trait that's baked into our monkey brains.  Whether it's real or not isn't that important.,1550919988348960769
1550933946220912640,2878214235,1550919988348960769,2022-07-23T20:00:42.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper 🤝,1550919988348960769
1550925732645425154,1445725587549663234,1550919988348960769,2022-07-23T19:28:04.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper -stop voting, you're not in.. ""democracy""-shut down your tv, it's a weapon!-avoid doctors (they're punished).-make cops feel guilty (what are you protecting?)-buy bitcoin now! (you're 12 years late, you retard)-laugh of all masks!-&amp; try to save children from their idiots..",1550919988348960769
1550924805565984768,1531899955082047488,1550919988348960769,2022-07-23T19:24:23.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper 🔥🔥 WELCOME GUYS, THIS IS THE TIME TO MAKE #PiCommunity BECOME MOONSHOT🔇 PRESALE LINK: https://t.co/UsZrVskL7R📣 Contract:0xf1155a172eaF73463B53A1064b08D1165519888D#PiCommunityTG: https://t.co/L61MZDKrHl",1550919988348960769
1550923241224650759,1374095487771492355,1550919988348960769,2022-07-23T19:18:10.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Last but not least men shouldn't have s.x with other men or else the get Monkeypocks.(No offence )Gouvernement discrimination🤣🤣🤣🤣,1550919988348960769
1550922916287619074,1355586502336667648,1550919988348960769,2022-07-23T19:16:52.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Yesss! The first Tweet I see today what got the point !,1550919988348960769
1550922396193984512,704748115291672576,1550919988348960769,2022-07-23T19:14:48.000Z,en,0,1,11,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper -stand up for free speech-don't interact with mainstream media at all-when possible educate your surroundings (children, relatives)-if possible grow your own veg and fruit-KNOW YOUR RIGHTS!!!",1550919988348960769
1550921674878554112,1409611626492354564,1550919988348960769,2022-07-23T19:11:56.000Z,en,0,1,2,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper Value family, value community, value your fellow humans. Only by separating us they can win.",1550919988348960769
1550921601427730432,1449702970904350722,1550919988348960769,2022-07-23T19:11:39.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper more money more fun @RacersLegendary  possible with it tho,1550919988348960769
1550921120991379461,1211139607816880128,1550919988348960769,2022-07-23T19:09:44.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Didn’t take you for a truther don,1550919988348960769
1550921055409262592,1474355763636170755,1550919988348960769,2022-07-23T19:09:28.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper ❤️,1550919988348960769
1550920944964747267,1375165567154409472,1550919988348960769,2022-07-23T19:09:02.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper and keep driving your Porsche,1550919988348960769
1550920782791856128,1438975002540273665,1550919988348960769,2022-07-23T19:08:23.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper 👏🏻👏🏻👏🏻,1550919988348960769
1550920598477574144,1550358434213683201,1550919988348960769,2022-07-23T19:07:40.000Z,en,11,0,11,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Go download the new Crypto app @AltbaseApp This app aid users to find different Crypto coins in this app. New investors should download this to have a better performance in the crypto community. #BSC #BSCgems #Binance #Bitcoin #cryptocurrency https://t.co/lgdwUM0aHd,1550919988348960769
1550920544408707077,1354161448579178505,1550919988348960769,2022-07-23T19:07:27.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]","@DonCryptoDraper Life is short, don't give it to them!!!",1550919988348960769
1550920524162899968,33805603,1550919988348960769,2022-07-23T19:07:22.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Pretty hard not to sell your farms when they’re forcing people into situations where they have to unfortunately.  Who knows if we just start eminent domain-ing things at some point either.  Or how about taxing unrealized gains on your property. That’s a great way to seize a bunch,1550919988348960769
1550920292612055043,1429363352187330560,1550919988348960769,2022-07-23T19:06:27.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550919988348960769'}]",@DonCryptoDraper Really hope i wil be lucky enough to make some money here to avoid being locked up again.,1550919988348960769
1550667814192549889,801641363313922049,1550666519851307008,2022-07-23T02:23:11.000Z,es,0,0,0,0,"[{'type': 'replied_to', 'id': '1550666519851307008'}]","@WardRicardo Ya habían dicho que sí, tengo entendido""La nueva normalidad del clima""",1550666519851307008
1551155352254791680,1320910068,1550835183322107908,2022-07-24T10:40:29.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550835183322107908'}]",@guardian @LeoHickman Superb read. Horrifying but not in the least surprising. Straight from the tobacco and gun lobby playbook and maddeningly still as effective as an in-swinging corner seeking out the big man!,1550835183322107908
1551153537467416580,22707024,1550835183322107908,2022-07-24T10:33:17.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550835183322107908'}]",@guardian What’s encouraging is the falling number of contrarian replies to posts like this (he says to smoke them out),1550835183322107908
1551044869447192578,799468143353729024,1550835183322107908,2022-07-24T03:21:28.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550835183322107908'}]","@guardian The right's culture war? Cultural Marxists have been at war with Western Civilization since the 1960s, really the 1930s but in the '60s they found their method. The right only woke up once they were half beaten. Some of them refuse to open their eyes still.",1550835183322107908
1550998947002322944,407777943,1550835183322107908,2022-07-24T00:18:59.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1550835183322107908'}]","@guardian ""the right's culture war""lol, says the people crusading to change the dictionary.",1550835183322107908
1550943263573565444,1423985202569822212,1550835183322107908,2022-07-23T20:37:43.000Z,qme,0,0,0,0,"[{'type': 'replied_to', 'id': '1550835183322107908'}]",@guardian https://t.co/ahNA59nBrq,1550835183322107908
